N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,9080,0,0.1201714956413148,0.09867687999999883,0.3639,0.15,0.09245959183673323,0.06255012244898053,0.50596056246972,3.1760694766863433
150000,5000,5186,0,0.1546864822764754,0.09679655999999831,0.4066,0.2024,0.09795453061224196,0.0437695510204088,0.289847634181867,-0.11483290141707397
150000,5000,6987,0,0.2532992039645904,0.09678943999999848,0.3825,0.107,0.09355869387754871,0.021773306122448592,0.3503460057652705,-0.3237274387096049
150000,5000,8598,0,0.1270421934705176,0.09713935999999858,0.3886,0.1371,0.09503787755101827,0.05544195918367405,0.34980728319959725,2.9687545540928677
150000,5000,8029,0,0.14245152762456614,0.10347639999999836,0.3986,0.1572,0.0976437551020384,0.05769942857142856,0.35641300187898545,2.3573764542245716
150000,5000,7920,0,0.1296845365919177,0.09609343999999859,0.3839,0.1506,0.0936646530612222,0.05439722448979582,0.34023606191689837,2.2614077994857187
150000,5000,8706,0,0.1583530319513491,0.103529439999999,0.3908,0.1933,0.09923885714285476,0.05120791836734836,0.5036611832802647,0.6832605189709063
150000,5000,3109,0,0.03867522330903972,0.10018015999999819,0.4311,0.254,0.09908653061224221,0.08635289795918306,0.10821187447386382,1.9150261933694666
150000,5000,7788,0,0.11566861473900925,0.09709239999999829,0.3827,0.1799,0.0933719999999978,0.060547999999999616,0.3402405378256431,1.8581526133669597
150000,5000,7922,0,0.24967152007424198,0.09920807999999917,0.392,0.0964,0.09839681632652851,0.02073632653061211,0.455642817846385,-0.13339016949310578
150000,5000,6829,0,0.10851714175402738,0.1011177599999987,0.4008,0.193,0.09859518367346713,0.06404506122448979,0.3733087167811656,1.7808836696605674
150000,5000,6768,0,0.12266498452917429,0.08931551999999908,0.3723,0.1448,0.08844457142856958,0.05115118367346858,0.23486216817424507,2.130912426444057
150000,5000,7628,0,0.2555528052654329,0.09411071999999869,0.3874,0.0836,0.09109289795918189,0.020508081632653052,0.19508948028293074,0.3609821318388157
150000,5000,9340,0,0.13924711503020737,0.09800391999999879,0.3865,0.1527,0.09408008163265079,0.05401273469387727,0.3309404079782325,2.1387626589984188
